"Nombre","Product_Type","Internal_Reference","Sales_Price","Cost","weight"
"CODOS DE 4" A 90º PARA DRENAJE, COLOR GRIS    ","Consumable","MATERIALES DE COSTRUCCION","0","0.0000","0"
"COLANGIO -COLECISTOGRAMA  ","Consumable","RADIOLOGIA","605","277.1300","0"
"COLCHIMEDIO (COLCHICINA) 0.5 MG / TABLETAS","Consumable","CONCEPTOS","12.350000381469727","4.0100","0"
"COLECISTOGRAMA IV","Consumable","RADIOLOGIA","605","277.1300","0"
"COLECISTOGRAMA OPERATORIO","Consumable","RADIOLOGIA","605","255.8100","0"
"COLECISTOGRAMA ORAL","Consumable","RADIOLOGIA","605","277.1300","0"
"COLECISTOGRAMA PERCUTANEO","Consumable","RADIOLOGIA","605","277.1300","0"
"COLECISTOGRAMA POSTOPERATORIO","Consumable","RADIOLOGIA","605","0.0000","0"
"COLESTEROL HDL","Consumable","LABORATORIOS","93.5","36.2400","0"
"COLESTEROL LDL","Consumable","LABORATORIOS","93.5","36.2400","0"
"COLESTEROL TOTAL","Consumable","LABORATORIOS","93.5","36.2400","0"
"COLESTEROL VLDL","Consumable","LABORATORIOS","93.5","36.2400","0"
"COLESTIRAMIDA (COLESTIRAMINA) / SOBRE / 4G / UNIDAD","Consumable","CONCEPTOS","40.810001373291016","13.2500","0"
"COLINESTERASA","Consumable","LABORATORIOS","143","55.4300","0"
"COLITRAN (CLORDIAZEPOXIDO/BROMURO DE CLIDINIO) /TABLETA / 5/2.5MG / UNIDAD","Consumable","CONCEPTOS","10.260000228881836","3.3300","0"
"COLLARIN AJUSTABLE / UNIDAD ","Consumable","CONCEPTOS","0","280.0000","0"
"COLORANTE CONCENTRADO / AZUL / FRASCO","Consumable","CONCEPTOS","46.20000076293945","15.0000","0"
"COLUMNA CERVICAL AP Y LAT","Consumable","RADIOLOGIA","185","123.6400","0"
"COLUMNA CERVICAL OBLICUAS","Consumable","RADIOLOGIA","225","119.3800","0"
"COLUMNA COMPLETA AP Y LAT","Consumable","RADIOLOGIA","405","362.4000","0"
"COLUMNA DORSAL AP Y LAT ","Consumable","RADIOLOGIA","244","127.9100","0"
"COLUMNA LUMBAR AP Y LAT","Consumable","RADIOLOGIA","244","123.6400","0"
"COLUMNA LUMBAR OBLICUA","Consumable","RADIOLOGIA","217","106.5900","0"
"COMBANTRIN (OXANTEL/PIRANTEL) / FRASCO / 50MG/50MG","Consumable","CONCEPTOS","498.9599914550781","0.0000","0"
"COMBIVENT (BROMURO DE IPRATROPIO/SALBUTAMOL) / 0.5/2.5MG","Consumable","CONCEPTOS","88.91999816894531","28.8700","0"
"COMENTER (MIRTAZAPINA) / 30 MG / TABLETAS","Consumable","CONCEPTOS","68.27999877929688","22.1700","0"
"COMPATIBILIDAD SANGUINEA","Consumable","LABORATORIOS","359.70001220703125","139.4200","0"
"COMPLEJO B (VITAMINAS B1, B6, B12)/ CC / 10 ML","Consumable","CONCEPTOS","32","32.0000","0"
"COMPLEJO B (VITAMINAS B1, B6, B12)/ FRASCO / 10 ML","Consumable","CONCEPTOS","32","32.0000","0"
"COMPLEJO B (VITAMINAS) / TABLETAS / UNIDAD","Consumable","CONCEPTOS","19.25","6.2500","0"
"COMPLEMENTO C3 C4","Consumable","LABORATORIOS","278.0299987792969","107.7600","0"
"COMPRESAS CON RADIOPACK / UNIDAD ( 6022 )","Consumable","CONCEPTOS","27.719999313354492","9.0000","0"
"CON KA (GLUCONATO DE POTASIO)/ FRASCO / 4.68 G","Consumable","CONCEPTOS","412.7200012207031","134.0000","0"
"CONCHA PARA TRAQUEOSTOMIA / UNIDAD ","Consumable","CONCEPTOS","0","60.0000","0"
"CONCOR (FUMARATO DE BISOPROLOL)/ TABLETA / 5MG / UNIDAD","Consumable","CONCEPTOS","39.04999923706055","12.6800","0"
"CONCOR (FUMARATO DE BISOPROLOL)/ TABLETA /10MG","Consumable","CONCEPTOS","34.08000183105469","14.7984","0"
"CONCOR (FUMARATO DE BISOPROLOL)/ TABLETA /2.5MG","Consumable","CONCEPTOS","0","11.4302","0"
"CONCOR AM ( BISOPROLOL/AMLODIPINA)/ TABLETA /5/5MG / UNIDAD","Consumable","CONCEPTOS","41.27000045776367","13.4000","0"
"CONECTOR / MICROCLAVE BASICO (SELLO DE HEPARINA AZUL) / UNIDAD","Consumable","CONCEPTOS","93.0199966430664","30.2000","0"
"CONECTOR DE DOS VIAS / UNIDAD","Consumable","CONCEPTOS","270","90.0000","0"
"CONECTOR DE UNA VIA / UNIDAD","Consumable","CONCEPTOS","277.20001220703125","90.0000","0"
"CONECTOR EN T CON VALVULA / UNIDAD","Consumable","CONCEPTOS","138.60000610351562","45.0000","0"
"CONECTOR TRIPLE LUMEN (PATA DE GALLO) / UNIDAD","Consumable","CONCEPTOS","216","90.0000","0"
"CON-KA (GLUCONATO DE POTASIO) 240 ML / CC","Consumable","CONCEPTOS","35","35.0000","0"
"CON-KA (GLUCONATO DE POTASIO) 240 ML / FRASCO ","Consumable","CONCEPTOS","35","35.0000","0"
"CONTRACTUBEX GEL (ALANTOINA / HEPARINA SODICA) / TUBO / 1G/5000UI","Consumable","CONCEPTOS","0","160.0000","0"
"CONTROLIP (FENOFIBRATO) / TABLETA / 160MG / UNIDAD","Consumable","CONCEPTOS","51.040000915527344","16.5700","0"
"CONTUMAX (POLIETILENGLICOL)  / LAX3350 / SOBRES ","Consumable","CONCEPTOS","58.27000045776367","18.9200","0"
"COOMBS DIRECTO (TARJETA GEL) NO MANUAL","Consumable","LABORATORIOS","286","110.8500","0"
"COOMBS INDIRECTO (TARJETA GEL) NO MANUAL","Consumable","LABORATORIOS","286","110.8500","0"
"COPLAS DE 1 PULGADA / PVC / UNIDAD","Consumable","MATERIAL DE COSTRUCCION","0","0.0000","0"
"COPLAS DE 1/2 / PVC / UNIDAD","Consumable","MATERIAL DE COSTRUCCION","0","0.0000","0"
"COPLAS DE 3/4 / PVC / UNIDAD","Consumable","MATERIAL DE COSTRUCCION","0","0.0000","0"
"COPROCULTIVO","Consumable","LABORATORIOS","143","55.4300","0"
"CORDARONE  (AMIODARONA )/ AMPOLLA / 50MG/ML","Consumable","CONCEPTOS","184.8000030517578","60.0000","0"
"CORDARONE  (AMIODARONA )/ TABLETA / 200MG / UNIDAD","Consumable","CONCEPTOS","16.200000762939453","5.2600","0"
"COREG (CARVEDILOL) / TABLETA / 25MG / UNIDAD","Consumable","CONCEPTOS","31.260000228881836","10.1500","0"
"CORENTEL (FUMARATO DE BISOPROLOL ) / TABLETA / 5MG / UNIDAD","Consumable","CONCEPTOS","25.40999984741211","8.2500","0"
"CORENTEL D (FUMARATO DE BISOPROLOL / HIDROCLOROTIAZIDA) / TABLETA /5MG/6.25MG / UNIDAD","Consumable","CONCEPTOS","32.77000045776367","10.6400","0"
"CORTISOL AM","Consumable","LABORATORIOS","313.5","121.5100","0"
"CORTISOL EN ORINA 24 HORAS","Consumable","LABORATORIOS","440","170.5400","0"
"CORTISOL PM","Consumable","LABORATORIOS","313.5","121.5100","0"
"COSTILLAS 2 TOMAS ","Consumable","RADIOLOGIA","235","106.5900","0"
"COTONOIDES 1 1/2 X 1 1/2 / UNIDAD","Consumable","CONCEPTOS","539","175.0000","0"
"COTONOIDES 1 X 1 / UNIDAD","Consumable","CONCEPTOS","539","175.0000","0"
"COTONOIDES 1 X 3 / UNIDAD","Consumable","CONCEPTOS","539","175.0000","0"
"COTONOIDES 1,2X7,5 UNIDAD ","Consumable","CONCEPTOS","539","175.0000","0"
"COTONOIDES 1/2 X 1/2 / UNIDAD","Consumable","CONCEPTOS","539","175.0000","0"
"COTONOIDES 1/3 X 1/3 / UNIDAD","Consumable","CONCEPTOS","539","175.0000","0"
"COTONOIDES 1/4 X 1/4 / UNIDAD","Consumable","CONCEPTOS","539","175.0000","0"
"COTONOIDES 3/4 X 3/4 / UNIDAD","Consumable","CONCEPTOS","539","175.0000","0"
"COTONOIDES 3X3 /  UNIDAD ","Consumable","CONCEPTOS","539","175.0000","0"
"COVERSYL (PERINDOPRIL ARGININA) 10 MG / TABLETAS","Consumable","CONCEPTOS","43.77000045776367","14.2100","0"
"COZAAR (LOSARTAN) / TABLETA / 50MG / UNIDAD","Consumable","CONCEPTOS","63.22999954223633","20.5300","0"
"COZAAR (LOSARTAN) / TABLETA /100MG / UNIDAD ","Consumable","CONCEPTOS","65.4800033569336","21.2600","0"
"CRANEO AP. Y LATERAL ","Consumable","RADIOLOGIA","235","81.0100","0"
"CREATININA","Consumable","LABORATORIOS","85.80000305175781","33.2600","0"
"CREATININA EN ORINA 24 HORAS","Consumable","LABORATORIOS","165","63.9500","0"
"CREOM / TABLETA / UNIDAD / 150 MG ","Consumable","CONCEPTOS","43.119998931884766","14.0000","0"
"CREON 10,000 (PANCREATINA) / 150 MG / CAPSULA","Consumable","CONCEPTOS","44.47999954223633","14.4400","0"
"CRESTOR (ROSUVASTATINA) /TABLETA / 10MG / UNIDAD","Consumable","CONCEPTOS","56.33000183105469","18.2900","0"
"CRESTOR (ROSUVASTATINA) /TABLETA / 20MG / UNIDAD","Consumable","CONCEPTOS","90.88999938964844","29.5100","0"
"CRESTOR (ROSUVASTATINA) /TABLETA / 40MG / UNIDAD","Consumable","CONCEPTOS","98.55999755859375","32.0000","0"
"CRIOAGLUTININAS (AGLUTININAS FRÍAS)","Consumable","LABORATORIOS","313.5","121.5100","0"
"CRIOGLOBULINAS","Consumable","LABORATORIOS","313.5","121.5100","0"
"CROASSANT / UNIDAD","Consumable","CONCEPTOS/CAFETERIA","13","0.0000","0"
"CROSS PVP (CROSPOVIDONA) / FRASCO / SUSPENSION AL 20% ","Consumable","CONCEPTOS","495.260009765625","160.8000","0"
"CRYPTOCOCCUS NEOFORMANS","Consumable","LABORATORIOS","385","149.2200","0"
"CRYPTOCOCCUS NEOFORMANS, ANTIGENO EN LIQUIDO CEFALORRAQUIDEO","Consumable","LABORATORIOS","385","149.2200","0"
"CT3 CON FT4I (CALCULADO)","Consumable","LABORATORIOS","278.0299987792969","107.7600","0"
"CUBILETE GRANDE / UNIDAD","Consumable","CONCEPTOS/CAFETERIA","10","0.0000","0"
"CUELLO DE FILADELFIA / TALLA L","Consumable","CONCEPTOS","324","280.0000","0"
"CUELLO DE FILADELFIA / TALLA M","Consumable","CONCEPTOS","324","280.0000","0"
"CUELLO DE FILADELFIA / TALLA S","Consumable","CONCEPTOS","324","280.0000","0"
"CUELLO DE FILADELFIA / TALLA XL","Consumable","CONCEPTOS","324","280.0000","0"
"CUELLO DE TOMAS / GRANDE / UNIDAD","Consumable","CONCEPTOS","301.8399963378906","98.0000","0"
"CUELLO DE TOMAS / MEDIANO / UNIDAD","Consumable","CONCEPTOS","301.8399963378906","98.0000","0"
"CUELLO DE TOMAS / PEQUEÑO / UNIDAD","Consumable","CONCEPTOS","301.8399963378906","98.0000","0"
"CUELLO DE TOMAS / X GRANDE / UNIDAD","Consumable","CONCEPTOS","301.8399963378906","98.0000","0"
"CUERPOS CETÓNICOS EN SUERO","Consumable","LABORATORIOS","144.10000610351562","55.8500","0"
"CULTIVO AERÓBICO DE ESPUTO","Consumable","LABORATORIOS","143","55.4300","0"
"CULTIVO ANAERÓBICO SECRECIONES VARIAS","Consumable","LABORATORIOS","275","106.5900","0"
"CULTIVO DE GARGANTA ( OROCULTIVO )","Consumable","LABORATORIOS","165","63.9500","0"
"CULTIVO DE HONGOS + KOH","Consumable","LABORATORIOS","231","89.5300","0"
"CULTIVO DE HONGOS PARA LIQUIDO CEFALORRAQUIDEO","Consumable","LABORATORIOS","440","170.5400","0"
"CULTIVO DE LIQUIDO CEFALORRAQUIDEO","Consumable","LABORATORIOS","302.5","0.0000","0"
"CULTIVO DE MYCOBACTERIUM TUBERCULOSIS","Consumable","LABORATORIOS","330","127.9100","0"
"CULTIVO DE SECRECIONES VARIAS","Consumable","LABORATORIOS","165","63.9500","0"
"CULTIVO DE SEMEN","Consumable","LABORATORIOS","198","76.7400","0"
"CURACION ESTERIL DE QUEMADO","Consumable","CONCEPTOS","27.719999313354492","9.0000","0"
"CURACION ESTERIL GRANDE / UNIDAD","Consumable","CONCEPTOS","12.319999694824219","4.0000","0"
"CURACION ESTERIL PEQUEÑA / UNIDAD","Consumable","CONCEPTOS","6.159999847412109","2.0000","0"
"CURASORB (ANGINATO DE CALCIO) / MECHA / 30 CM  ( 9231 )","Consumable","CONCEPTOS","147.83999633789062","48.0000","0"
"CURASORB (CON ALGINATO DE CALCIO ) / 7*8 / SOBRE / UNIDAD","Consumable","CONCEPTOS","0","","0"
"CURASORB C/ALGINATO DE CALCIO DRS 4 x 8 ( 9238 )","Consumable","CONCEPTOS","96.0999984741211","31.2000","0"
"CURITA LARGA / UNIDAD","Consumable","CONCEPTOS","0.9855999946594238","0.3200","0"
"CURITAS REDONDA / UNIDAD","Consumable","CONCEPTOS","0.9855999946594238","0.3200","0"
"CURVA DE GLUCOSA 3 HRS.","Consumable","LABORATORIOS","220","85.2700","0"
"CURVA DE GLUCOSA DE 5 HRS.","Consumable","LABORATORIOS","275","106.5900","0"
"CUTIMED SILTEC SORBACT / 7.5 X 7.5 CM / UNIDAD","Consumable","CONCEPTOS","152.61000061035156","49.5500","0"
"CUTIMED SORBACT CAVITY GEL / 10 CM X 10 CM / UNIDAD","Consumable","CONCEPTOS","210.2100067138672","68.2500","0"
"CYMBALTAL ( DULOXETINE ) TABLETA /  30 MG / UNIDAD","Consumable","CONCEPTOS","43.119998931884766","14.0000","0"
"CYMBALTAL( DULOXETINE )TABLETA / 60MG / UNIDAD","Consumable","CONCEPTOS","56.09000015258789","18.2100","0"
"CYSTICERCUS CELLULOSAE IGG","Consumable","LABORATORIOS","110","42.6400","0"
"CYSTICERCUS CELLULOSAE IGM EN LIQUIDO CEFALORRAQUIDEO","Consumable","LABORATORIOS","110","42.6400","0"
"CYTOTEC ( MISOPROSTOL)/ TABLETA/ 200 MCG / UNIDAD","Consumable","CONCEPTOS","112.18000030517578","82.0000","0"
"DACTARIN GEL ((MICONAZOL) / TUBO / 2G","Consumable","CONCEPTOS","759","253.0000","0"
"DAFLON (FRACCION FLAVONOIDE) / COMPRIMIDOS / 500MG / UNIDAD","Consumable","CONCEPTOS","24.09000015258789","7.8200","0"
"DALACIN (CLINDAMICINA) / AMPOLLA / 300MG/2ML","Consumable","CONCEPTOS","0","91.3000","0"
"DALACIN (CLINDAMICINA) / AMPOLLA / 600MG/4ML","Consumable","CONCEPTOS","0","156.2000","0"
"DALACIN (CLINDAMICINA) / CAPSULA / 300MG / UNIDAD","Consumable","CONCEPTOS","59.810001373291016","19.4200","0"
"DALACIN C FOSFATO (CLINDAMICINA) / SUSPENSION / 75MG/5ML","Consumable","CONCEPTOS","800.7999877929688","260.0000","0"
"DAVINTEX(ETICOXIB) / 120 MG / TABLETAS","Consumable","CONCEPTOS","82","26.5600","0"
"DEAREXIN (NIFUROXAZIDA) / SUSPENSIÓN  / 220MG/5ML","Consumable","CONCEPTOS","99.79000091552734","32.4000","0"
"DEAREXIN (NIFUROXAZIDA) / TABLETA / 400 MG / UNIDAD","Consumable","CONCEPTOS","5.760000228881836","1.8700","0"
"DECADRON (DEXAMETASONA) / AMPOLLA / 4MG/1ML","Consumable","CONCEPTOS","0","22.0000","0"
"DECATILENO (CLORURO DE DECUALINIO) 0,25MG","Consumable","CONCEPTOS","0","18.0000","0"
"DEDIACOL (AMINOSIDINA) / TABLETA / 250 MG / UNIDAD","Consumable","CONCEPTOS","18.329999923706055","5.9500","0"
"DEDIACOL (AMINOSIDINA)/ 125 MG/ 5ML  / 100 ML / CC","Consumable","CONCEPTOS","2.9000000953674316","0.9400","0"
"DEDIACOL (AMINOSIDINA)/ 125 MG/ 5ML  / 100 ML / FRASCO  ","Consumable","CONCEPTOS","289.70001220703125","94.0600","0"
"DE-KAFEBRIL (ACETAMINOFEN)/SUPOSITORIO/ANALGÉSICO Y ANTIPIRÉTICO/300MG / UNIDAD","Consumable","CONCEPTOS","27.40999984741211","8.9000","0"
"DEMEROL (MEPERIDINA) / AMPOLLA  / 100MG/2ML","Consumable","CONCEPTOS","92.4000015258789","30.0000","0"
"DENGUE IGG","Consumable","LABORATORIOS","176","68.2200","0"
"DENGUE IGM","Consumable","LABORATORIOS","176","68.2200","0"
"DENGUE IGM/IGG/CHIKUNGUNYA -PRUEBA RÁPIDA-","Consumable","LABORATORIOS","330","127.9100","0"
"DENGUE IGM/IGG/NS1 -PRUEBA RÁPIDA-","Consumable","LABORATORIOS","374","144.9600","0"
"DENGUE IGM/IGM -PRUEBA RÁPIDA-","Consumable","LABORATORIOS","247.5","95.9300","0"
"DENGUE PANEL AG/AC (IGG +IGM+AG. NS1)","Consumable","LABORATORIOS","412.5","159.8800","0"
"DENISTER (MEBERINA CLORHIDRATO) 200MG / CAPSULA / UNIDAD","Consumable","CONCEPTOS","52.04999923706055","16.9000","0"
"DENVAR (CEFIXIMA) / SUSPENSION / 100MG/5ML","Consumable","CONCEPTOS","782.3200073242188","254.0000","0"
"DENVAR (CEFIXIMA) / TABLETA / 400MG / UNIDAD","Consumable","CONCEPTOS","190.6199951171875","61.8900","0"
"DEPACOM (ACIDO VALPROICO) / VIAL / 500MG/5ML","Consumable","CONCEPTOS","539","175.0000","0"
"DEPAKENE (VALPROATO SÓDICO)/ FRASCO /250MG /5ML /120ML ","Consumable","CONCEPTOS","418.8800048828125","136.0000","0"
"DEPO-MEDROL (ACETATO DE METILPREDNISOLONA) / VIAL / 40MG/ML","Consumable","CONCEPTOS","432","180.0000","0"
"DEPO-MEDROL(ACETATO DE METILPRENISOLONA)/VIAL/80MG/ML","Consumable","CONCEPTOS","0","210.0000","0"
"DEPURACIÓN DE CREATININA EN ORINA DE 24 HORAS","Consumable","LABORATORIOS","0","74.6124","0"
"DEPURACION DE NITROGENO DE UREA EN ORINA DE 24 HORAS","Consumable","LABORATORIOS","192.5","74.6100","0"
"DERMABOND MINI (SKIN ADHESIVO PARA PIEL) / TUBO / 0.36ML","Consumable","CONCEPTOS","0","250.0000","0"
"DERMAKRAL (POLIMIXINA) 15G / TUBO","Consumable","CONCEPTOS","566.719970703125","184.0000","0"
"DESAYUNO PARA MEDICO RESIDENTE / UNIDAD","Consumable","CONCEPTOS/CAFETERIA","0.25","0.0000","0"
"DESAYUNO PARA PERSONAL / UNIDAD","Consumable","CONCEPTOS/CAFETERIA","12","0.0000","0"
"DESAYUNO PUBLICO / UNIDAD","Consumable","CONCEPTOS/CAFETERIA","30","0.0000","0"
"DESHIDROGENASA LÁCTICA","Consumable","LABORATORIOS","121","46.9000","0"
"DESKETOPROFENO (DESKETOPROFENO) / 50MG / 2ML / AMPOLLA","Consumable","CONCEPTOS","36.959999084472656","12.0000","0"
"DEXAMETASONA (DEXAMETAZONA) / AMPOLLA / 4MG/1ML","Consumable","CONCEPTOS","14.784000396728516","4.8000","0"
"DEXAMETASONA (DEXAMETAZONA) / AMPOLLA / 8MG/2ML","Consumable","CONCEPTOS","14.784000396728516","4.8000","0"
"DEXA-NEUROBION (DEXAMETAZONA/VIT B1, B6, B12) / AMPOLLA / 4MG/100MG/100MG/5000MCG","Consumable","CONCEPTOS/RECETAS","0","79.8800","0"
"DEXLANSOPRAZOL (DEXLANZOPRAZOL) / 30 MGS / TABLETA","Consumable","CONCEPTOS","48.45000076293945","15.7300","0"
"DHEA-SO4 DEHIDROEPIANDROSTERONA SULFATO","Consumable","LABORATORIOS","0","72.4806","0"
"DHL LÍQUIDOS","Consumable","LABORATORIOS","0","46.8992","0"
"DIAMENIL (METFORMINA CLORHIDRATO) 1000MG","Consumable","CONCEPTOS","20.299999237060547","6.5900","0"
"DIAMICRON MR (GLICLAZIDA) / 60 MG / CAJA X 30 TAB","Consumable","CONCEPTOS","1010","419.6300","0"
"DIAMICRON MR (GLICLAZIDA) / 60 MG / TABLETA","Consumable","CONCEPTOS","43.119998931884766","14.0000","0"
"DIAZEPAM (DIAZEPAM) / AMPOLLA / 10MG/2ML","Consumable","CONCEPTOS","55.439998626708984","18.0000","0"
"DIAZEPAM (DIAZEPAM) / TABLETA / 10MG","Consumable","CONCEPTOS","9.301600456237793","3.0200","0"
"DICLOFENACO  (DICLOFENACO) / CC / 9MG/5ML","Consumable","CONCEPTOS","1.6299999952316284","0.5300","0"
"DICLOFENACO  (DICLOFENACO) / FRASCO 100 ML / 9MG/5ML ","Consumable","CONCEPTOS","0","64.0000","0"
"DICLOFENACO (DICLOFENACO) / AMPOLLA / 75 MG/3ML","Consumable","CONCEPTOS","0","12.0000","0"
"DICLOFENACO (DICLOFENACO) / TABLETA / 50 MG","Consumable","CONCEPTOS","0","1.9800","0"
"DICLOFENACO GEL (DICLOFENACO) / TUBO 50 G / AL 1%","Consumable","CONCEPTOS","0","99.9612","0"
"DICLOFENACO SODICO (DICLOFENACO SODICO)/AMPOLLA/75MG/ML","Consumable","CONCEPTOS","36.959999084472656","12.0000","0"
"DICLO-K (DICLOFENACO) / SUPOSITORIO / 12.5MG / UNIDAD","Consumable","CONCEPTOS","28.489999771118164","9.2500","0"
"DICLOPRIN GEL(DICLOFENACO) 30GM / TUBO","Consumable","CONCEPTOS","227.24000549316406","73.7800","0"
"DICYNONE (ETAMSILATO) / AMPOLLA / 250MG/2ML","Consumable","CONCEPTOS","0","13.0000","0"
"DICYNONE (ETAMSILATO) / TABLETA / 500 MG / UNIDAD","Consumable","CONCEPTOS","5.539999961853027","1.8000","0"
"DIFLUCAN (FLUCONAZOL) / CAPSULA / 150 MG / UNIDAD","Consumable","CONCEPTOS","669.0999755859375","278.7900","0"
"DIFLUCAN (FLUCONAZOL) / FRASCO / 2MG /  ML / 100 ML","Consumable","CONCEPTOS","1343.1600341796875","489.1202","0"
"DIGESTOL PLUS (PANCREATINA/DIMETILPOLISILOXANO/BROMOPRIDE) / TABLETA / 225 MG / 25 MG / 5 MG","Consumable","CONCEPTOS","0","3.3605","0"
"DIGOXIL (DIGOXINA) / AMPOLLA / 0.25MG/2ML","Consumable","CONCEPTOS","162.62399291992188","52.8000","0"
"DIGOXINA","Consumable","LABORATORIOS","167.1999969482422","64.8100","0"
"DIGOXINA / AMPOLLA / 0.25MG/2ML","Consumable","CONCEPTOS","162.6199951171875","52.8000","0"
"DIGOXINA / TABLETA / 0.25MG / UNIDAD","Consumable","CONCEPTOS","25.719999313354492","8.3500","0"
"DIMERO D","Consumable","LABORATORIOS","544.5","211.0500","0"
"DIOVAN (VALSARTAN) / CAPSULA / 160 MG. / UNIDAD","Consumable","CONCEPTOS","64.62000274658203","20.9800","0"
"DIOVAN (VALSARTAN) / CAPSULA / 80 MG / CAJA","Consumable","CONCEPTOS","465","297.6800","0"
"DIOVAN (VALSARTAN) / CAPSULA / 80 MG./ UNIDAD","Consumable","CONCEPTOS","67.63999938964844","21.9600","0"
"DIPIRONA SODICA (DIPIRONA) / AMPOLLA / 1G/2ML ","Consumable","CONCEPTOS","0","12.0000","0"
"DIPRONOVA (BETAMETAZONA) / AMPOLLA / 1ML","Consumable","CONCEPTOS","0","143.6300","0"
"DIPRONOVA (BETAMETAZONA) / AMPOLLA / 2ML","Consumable","CONCEPTOS","599.6452026367188","194.6900","0"
"DIPROSPAN (BETAMETAZONA) / AMPOLLA / 1ML","Consumable","CONCEPTOS","672.9600219726562","224.3217","0"
"DIPROSPAN (BETAMETAZONA) / AMPOLLA / 2ML","Consumable","CONCEPTOS","939.780029296875","313.2597","0"
"DISCOS DE 4 1/2" CORTE DE METAL TOOLCRAFT","Consumable","MATERIALES DE COSTRUCCION","185","100.1900","0"
"DISLEP  (LEVOSULPRIDE) / TABLETA /25MG ","Consumable","CONCEPTOS","26.29949951171875","8.5400","0"
"DISLEP (LEVOSULPRIDE) /AMPOLLA / 25MG/2ML ","Consumable","CONCEPTOS","69.57720184326172","22.5900","0"
"DISLEP EN GOTAS (LEVOSULPRIDE)  / 2.5MG /20ML / FRASCO","Consumable","CONCEPTOS","510.510009765625","165.7500","0"
"DISLEP EN GOTAS (LEVOSULPRIDE) / 2.5MG / 20 ML / GOTA ","Consumable","CONCEPTOS","1.6200000047683716","0.5300","0"
"DOBUTAMINA (CLORHIDRATO DE DOBUTAMINA)/ FRASCO / 150MG/20ML","Consumable","CONCEPTOS","0","126.0000","0"
"DOLGENAL (KETOROLACO) /  TABLETA / 20MG ","Consumable","CONCEPTOS","50.56930160522461","16.4200","0"
"DOLGENAL (KETOROLACO) / AMPOLLA / 30MG ","Consumable","CONCEPTOS","0","0.0000","0"
"DOLGENAL (KETOROLACO) /AMPOLLA / 60MG ","Consumable","CONCEPTOS","95.7300033569336","29.6000","0"
"DOLGENAL RAPID (KETOROLACO TROMETAMINA )/ TABLETAS / 10MG","Consumable","CONCEPTOS","23.399999618530273","15.0100","0"
"DOLO TETRAVIT (DICLOFENACO SODICO, VITAMINA B1,B12,B6) / AMPOLLA","Consumable","CONCEPTOS","223.4499969482422","72.5500","0"
"DOLOFOR (DIPIRONA MAGNESICA) / 2G / AMPOLLA","Consumable","CONCEPTOS","46.20000076293945","15.0000","0"
"DOLOFOR (DIPIRONA MAGNESICA) / AMPOLLA / 500 G","Consumable","CONCEPTOS","0","10.2519","0"
"DOLOFOR (DIPIRONA MAGNESICA) / TABLETA / 500MG / UNIDAD","Consumable","CONCEPTOS","6.159999847412109","2.0000","0"
"DOLO-NEUROBION  DC ( TIAMINA CLORHIDRATO, PIRIDOXINA CLORHIDRATO, LICOCAÌNA CLORHIDRATO, CIANOCOBALAMINA Y DICLOFENACO SÒDICO ) / AMPOLLA ","Consumable","CONCEPTOS","222.96119689941406","72.3900","0"
"DOLO-NEUROBION  N (DICLOFENACO SODICO, VITAMINA B1,B6, B12)/ AMPOLLA / ","Consumable","CONCEPTOS","0","110.0000","0"
"DOLO-NEUROBION  N (DICLOFENACO SODICO, VITAMINA B1,B6, B12)/ TABLETA / ","Consumable","CONCEPTOS","0","4.3798","0"
"DOLORGAL (CELECOXIB) / 200MG / TABLETA","Consumable","CONCEPTOS","0","26.4200","0"
"DOLOSAL (MEPERIDINA) / AMPOLLA / 100MG/2ML","Consumable","CONCEPTOS","0","40.0000","0"
"DOLOVECKX (DESKETOPROFENO) / 25 MG / TABLETA","Consumable","CONCEPTOS","27.196399688720703","8.8300","0"
"DOMEBORO (ALUMINUM, ACETATE) / SOBRES /100G ","Consumable","CONCEPTOS","34.650001525878906","11.2500","0"
"DONA / UNIDAD","Consumable","CONCEPTOS/CAFETERIA","8","0.0000","0"
"DONOFLAT PLUS (ENZIMAS DIGESTIVAS/MOSAPRIDE/SIMETICONA) /TABLETA / 60MG/50MG ","Consumable","CONCEPTOS","0","5.0000","0"
"DOPAMINA (CLORHIDRATO DE DOPAMINA) / VIAL  / 200MG/5ML","Consumable","CONCEPTOS","338.79998779296875","110.0000","0"
"DOPPLER ARTERIAL / DE UN MIEMBRO","Consumable","CONCEPTOS","800","0.0000","0"
"DOPPLER CAROTIDEO / VILATERAL","Consumable","CONCEPTOS","800","0.0000","0"
"DOPPLER COLOR / USG ","Consumable","CONCEPTOS","800","0.0000","0"
"DOPPLER VENOSO / USG ","Consumable","CONCEPTOS","800","0.0000","0"
"DOPPLER VENOSO VASCULAR / DE UN MIEMBRO","Consumable","CONCEPTOS","800","0.0000","0"
"DORCOL FORTE (CLONIXINATO DE LISINA, PROPINAXATO CLORHIDRATO) / AMPOLLA / 100MG/2ML-15MG/2ML","Consumable","CONCEPTOS","59.06999969482422","19.1800","0"
"DORCOL FORTE (CLONIXINATO DE LISINA, PROPINAXATO CLORHIDRATO) / TABLETA / 125MG/10MG","Consumable","CONCEPTOS","10.979999542236328","4.6705","0"
