"Producto","PrecioUnitario","pricelistName","ExternalID","PricelistItemsApplyOn","PricelistItemsComputePrice","PricelistItemsBasedOn","CodigoAlternativo"
"B12STS : VERSAONE 12 MM STANDARD / NUEVO","948.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","PINZAS"
"B12STS : VERSAONE 12 MM STANDARD / NUEVO","0.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","PINZAS"
"B12STS : VERSAONE 12 MM STANDARD / NUEVO","948.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","PINZAS"
"B12STS : VERSAONE 12 MM STANDARD / NUEVO","948.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","PINZAS"
"B12STS : VERSAONE 12 MM STANDARD / NUEVO","948.000000","PRIVADO","3","Product","Fixed Price","Sales Price","PINZAS"
"B12STS : VERSAONE 12 MM STANDARD / USO","316.000000","PRIVADO","3","Product","Fixed Price","Sales Price","PINZAS"
"B12STS : VERSAONE 12 MM STANDARD / USO","316.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","PINZAS"
"B12STS : VERSAONE 12 MM STANDARD / USO","316.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","PINZAS"
"B12STS : VERSAONE 12 MM STANDARD / USO","0.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","PINZAS"
"B12STS : VERSAONE 12 MM STANDARD / USO","316.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","PINZAS"
"B12STS : VERSAONE 12 MM STANDARD / USO","0.000000","SUITE","5","Product","Fixed Price","Sales Price","PINZAS"
"B2-GLICOPROTEÍNA-1 IGG","302.500000","SUITE","5","Product","Fixed Price","Sales Price","LABORATORIOS"
"B2-GLICOPROTEÍNA-1 IGG","302.500000","EMERGENCIA","4","Product","Fixed Price","Sales Price","LABORATORIOS"
"B2-GLICOPROTEÍNA-1 IGG","330.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","LABORATORIOS"
"B2-GLICOPROTEÍNA-1 IGG","302.500000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","LABORATORIOS"
"B2-GLICOPROTEÍNA-1 IGG","302.500000","PEDIATRIA","1","Product","Fixed Price","Sales Price","LABORATORIOS"
"B2-GLICOPROTEÍNA-1 IGG","302.500000","PRIVADO","3","Product","Fixed Price","Sales Price","LABORATORIOS"
"B5STS : VERSAONE 5 MM STANDARD / NUEVO","907.200000","PRIVADO","3","Product","Fixed Price","Sales Price","PINZAS"
"B5STS : VERSAONE 5 MM STANDARD / NUEVO","907.200000","PEDIATRIA","1","Product","Fixed Price","Sales Price","PINZAS"
"B5STS : VERSAONE 5 MM STANDARD / NUEVO","907.200000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","PINZAS"
"B5STS : VERSAONE 5 MM STANDARD / NUEVO","0.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","PINZAS"
"B5STS : VERSAONE 5 MM STANDARD / NUEVO","907.200000","EMERGENCIA","4","Product","Fixed Price","Sales Price","PINZAS"
"B5STS : VERSAONE 5 MM STANDARD / NUEVO","0.000000","SUITE","5","Product","Fixed Price","Sales Price","PINZAS"
"B5STS : VERSAONE 5 MM STANDARD / USO","0.000000","SUITE","5","Product","Fixed Price","Sales Price","PINZAS"
"B5STS : VERSAONE 5 MM STANDARD / USO","302.400000","EMERGENCIA","4","Product","Fixed Price","Sales Price","PINZAS"
"B5STS : VERSAONE 5 MM STANDARD / USO","0.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","PINZAS"
"B5STS : VERSAONE 5 MM STANDARD / USO","302.400000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","PINZAS"
"B5STS : VERSAONE 5 MM STANDARD / USO","302.400000","PEDIATRIA","1","Product","Fixed Price","Sales Price","PINZAS"
"B5STS : VERSAONE 5 MM STANDARD / USO","302.400000","PRIVADO","3","Product","Fixed Price","Sales Price","PINZAS"
"BACTERICINA CREMA VAGINAL (CLINDAMINA, KETOCONAZO) / TUBO ","416.110000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTERICINA CREMA VAGINAL (CLINDAMINA, KETOCONAZO) / TUBO ","348.560000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTERICINA CREMA VAGINAL (CLINDAMINA, KETOCONAZO) / TUBO ","382.330000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTERICINA CREMA VAGINAL (CLINDAMINA, KETOCONAZO) / TUBO ","416.110000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTERICINA CREMA VAGINAL (CLINDAMINA, KETOCONAZO) / TUBO ","416.110000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTERICINA CREMA VAGINAL (CLINDAMINA, KETOCONAZO) / TUBO ","416.110000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIM (SULFAMETOXAZOL,TRIMETHOPRIM) / AMPOLLA / 400/80MG","462.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIM (SULFAMETOXAZOL,TRIMETHOPRIM) / AMPOLLA / 400/80MG","462.000000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIM (SULFAMETOXAZOL,TRIMETHOPRIM) / AMPOLLA / 400/80MG","462.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIM (SULFAMETOXAZOL,TRIMETHOPRIM) / AMPOLLA / 400/80MG","387.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIM (SULFAMETOXAZOL,TRIMETHOPRIM) / AMPOLLA / 400/80MG","424.500000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIM (SULFAMETOXAZOL,TRIMETHOPRIM) / AMPOLLA / 400/80MG","462.000000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIM FORTE (SULFAMETAZOL+TRIMETOPRIMA) / TABLETA / 800/160MG","44.810000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIM FORTE (SULFAMETAZOL+TRIMETOPRIMA) / TABLETA / 800/160MG","37.540000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIM FORTE (SULFAMETAZOL+TRIMETOPRIMA) / TABLETA / 800/160MG","41.180000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIM FORTE (SULFAMETAZOL+TRIMETOPRIMA) / TABLETA / 800/160MG","44.810000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIM FORTE (SULFAMETAZOL+TRIMETOPRIMA) / TABLETA / 800/160MG","44.810000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIM FORTE (SULFAMETAZOL+TRIMETOPRIMA) / TABLETA / 800/160MG","44.810000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIN (SULFAMETAZOL+TRIMETOPRINA ) / SUSPENSION FRASCO / 400/80MG/5 ML","470.780000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIN (SULFAMETAZOL+TRIMETOPRINA ) / SUSPENSION FRASCO / 400/80MG/5 ML","470.780000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIN (SULFAMETAZOL+TRIMETOPRINA ) / SUSPENSION FRASCO / 400/80MG/5 ML","470.780000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIN (SULFAMETAZOL+TRIMETOPRINA ) / SUSPENSION FRASCO / 400/80MG/5 ML","432.570000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIN (SULFAMETAZOL+TRIMETOPRINA ) / SUSPENSION FRASCO / 400/80MG/5 ML","394.350000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BACTRIN (SULFAMETAZOL+TRIMETOPRINA ) / SUSPENSION FRASCO / 400/80MG/5 ML","470.780000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET ( BEMIPARINA SODICA ) 2,500 UNIDADES / AMPOLLA","437.360000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET ( BEMIPARINA SODICA ) 2,500 UNIDADES / AMPOLLA","366.360000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET ( BEMIPARINA SODICA ) 2,500 UNIDADES / AMPOLLA","401.860000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET ( BEMIPARINA SODICA ) 2,500 UNIDADES / AMPOLLA","437.360000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET ( BEMIPARINA SODICA ) 2,500 UNIDADES / AMPOLLA","437.360000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET ( BEMIPARINA SODICA ) 2,500 UNIDADES / AMPOLLA","437.360000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET ( BEMIPARINA SODICA ) 3,500 UNIDADES / AMPOLLA","529.760000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET ( BEMIPARINA SODICA ) 3,500 UNIDADES / AMPOLLA","529.760000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET ( BEMIPARINA SODICA ) 3,500 UNIDADES / AMPOLLA","529.760000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET ( BEMIPARINA SODICA ) 3,500 UNIDADES / AMPOLLA","486.760000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET ( BEMIPARINA SODICA ) 3,500 UNIDADES / AMPOLLA","443.760000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET ( BEMIPARINA SODICA ) 3,500 UNIDADES / AMPOLLA","529.760000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET (BEMIPARINA SODICA ) 7,500 UNIDADES / AMPOLLA","626.070000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET (BEMIPARINA SODICA ) 7,500 UNIDADES / AMPOLLA","524.440000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET (BEMIPARINA SODICA ) 7,500 UNIDADES / AMPOLLA","575.250000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET (BEMIPARINA SODICA ) 7,500 UNIDADES / AMPOLLA","626.070000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET (BEMIPARINA SODICA ) 7,500 UNIDADES / AMPOLLA","626.070000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BADYKET (BEMIPARINA SODICA ) 7,500 UNIDADES / AMPOLLA","626.070000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BAJA LENGUAS /  UNIDAD","0.680000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BAJA LENGUAS /  UNIDAD","0.680000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BAJA LENGUAS /  UNIDAD","0.680000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BAJA LENGUAS /  UNIDAD","0.620000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BAJA LENGUAS /  UNIDAD","0.570000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BAJA LENGUAS /  UNIDAD","0.680000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BARRENO MARCA BBT DE 1/2"  ","0.000000","PRIVADO","3","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRENO MARCA BBT DE 1/2"  ","0.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRENO MARCA BBT DE 1/2"  ","0.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRENO MARCA BBT DE 1/2"  ","0.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRENO MARCA BBT DE 1/2"  ","0.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRENO MARCA BBT DE 1/2"  ","0.000000","SUITE","5","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRENO MARCA BOSCH DE 1/2" / UNIDAD","0.000000","SUITE","5","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRENO MARCA BOSCH DE 1/2" / UNIDAD","0.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRENO MARCA BOSCH DE 1/2" / UNIDAD","0.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRENO MARCA BOSCH DE 1/2" / UNIDAD","0.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRENO MARCA BOSCH DE 1/2" / UNIDAD","0.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRENO MARCA BOSCH DE 1/2" / UNIDAD","0.000000","PRIVADO","3","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRETA DE 5 PIES","185.000000","PRIVADO","3","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRETA DE 5 PIES","185.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRETA DE 5 PIES","185.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRETA DE 5 PIES","185.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRETA DE 5 PIES","185.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BARRETA DE 5 PIES","185.000000","SUITE","5","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"BASE DE CRANEO ","233.200000","SUITE","5","Product","Fixed Price","Sales Price","RADIOLOGIA"
"BASE DE CRANEO ","233.200000","EMERGENCIA","4","Product","Fixed Price","Sales Price","RADIOLOGIA"
"BASE DE CRANEO ","254.400000","INTENSIVO","6","Product","Fixed Price","Sales Price","RADIOLOGIA"
"BASE DE CRANEO ","233.200000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","RADIOLOGIA"
"BASE DE CRANEO ","233.200000","PEDIATRIA","1","Product","Fixed Price","Sales Price","RADIOLOGIA"
"BASE DE CRANEO ","233.200000","PRIVADO","3","Product","Fixed Price","Sales Price","RADIOLOGIA"
"BATA DESCARTABLE TALLA L / UNIDAD","75.500000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA DESCARTABLE TALLA L / UNIDAD","75.500000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA DESCARTABLE TALLA L / UNIDAD","75.500000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA DESCARTABLE TALLA L / UNIDAD","75.500000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA DESCARTABLE TALLA L / UNIDAD","75.500000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA DESCARTABLE TALLA L / UNIDAD","75.500000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA DESCARTABLE TALLA XL / UNIDAD ( 99288 )","75.500000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA DESCARTABLE TALLA XL / UNIDAD ( 99288 )","75.500000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA DESCARTABLE TALLA XL / UNIDAD ( 99288 )","75.500000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA DESCARTABLE TALLA XL / UNIDAD ( 99288 )","75.500000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA DESCARTABLE TALLA XL / UNIDAD ( 99288 )","75.500000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA DESCARTABLE TALLA XL / UNIDAD ( 99288 )","75.500000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA ESTERIL /  UNIDAD","91.690000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA ESTERIL /  UNIDAD","109.460000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA ESTERIL /  UNIDAD","100.580000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA ESTERIL /  UNIDAD","109.460000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA ESTERIL /  UNIDAD","109.460000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA ESTERIL /  UNIDAD","109.460000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA PARA PACIENTE / UNIDAD","44.410000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA PARA PACIENTE / UNIDAD","44.410000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA PARA PACIENTE / UNIDAD","44.410000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA PARA PACIENTE / UNIDAD","40.810000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA PARA PACIENTE / UNIDAD","44.410000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BATA PARA PACIENTE / UNIDAD","37.200000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BE LIGTH / UNIDAD","12.000000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"BE LIGTH / UNIDAD","12.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"BE LIGTH / UNIDAD","12.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"BE LIGTH / UNIDAD","12.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"BE LIGTH / UNIDAD","12.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"BE LIGTH / UNIDAD","12.000000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"BELARINA (ACETATO DE CLORMADINONA) / TABLETAS / UNIDAD","14.940000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BELARINA (ACETATO DE CLORMADINONA) / TABLETAS / UNIDAD","14.940000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BELARINA (ACETATO DE CLORMADINONA) / TABLETAS / UNIDAD","14.940000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BELARINA (ACETATO DE CLORMADINONA) / TABLETAS / UNIDAD","13.730000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BELARINA (ACETATO DE CLORMADINONA) / TABLETAS / UNIDAD","12.510000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BELARINA (ACETATO DE CLORMADINONA) / TABLETAS / UNIDAD","14.940000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR (OLMESARTAN MEDOXIMILO) / TABLETA / 20MG / UNIDAD","53.310000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR (OLMESARTAN MEDOXIMILO) / TABLETA / 20MG / UNIDAD","44.660000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR (OLMESARTAN MEDOXIMILO) / TABLETA / 20MG / UNIDAD","48.990000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR (OLMESARTAN MEDOXIMILO) / TABLETA / 20MG / UNIDAD","53.310000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR (OLMESARTAN MEDOXIMILO) / TABLETA / 20MG / UNIDAD","53.310000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR (OLMESARTAN MEDOXIMILO) / TABLETA / 20MG / UNIDAD","53.310000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR (OLMESARTAN MEDOXIMILO) / TABLETA / 40MG / UNIDAD","53.310000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR (OLMESARTAN MEDOXIMILO) / TABLETA / 40MG / UNIDAD","53.310000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR (OLMESARTAN MEDOXIMILO) / TABLETA / 40MG / UNIDAD","53.310000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR (OLMESARTAN MEDOXIMILO) / TABLETA / 40MG / UNIDAD","44.660000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR (OLMESARTAN MEDOXIMILO) / TABLETA / 40MG / UNIDAD","48.990000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR (OLMESARTAN MEDOXIMILO) / TABLETA / 40MG / UNIDAD","53.310000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR AMLO ( OLMESARTAN, MEDOXIMILO )/ TABLETA - 20MG/5 MG / UNIDAD","56.980000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR AMLO ( OLMESARTAN, MEDOXIMILO )/ TABLETA - 20MG/5 MG / UNIDAD","52.360000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR AMLO ( OLMESARTAN, MEDOXIMILO )/ TABLETA - 20MG/5 MG / UNIDAD","47.730000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR AMLO ( OLMESARTAN, MEDOXIMILO )/ TABLETA - 20MG/5 MG / UNIDAD","56.980000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR AMLO ( OLMESARTAN, MEDOXIMILO )/ TABLETA - 20MG/5 MG / UNIDAD","56.980000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR AMLO ( OLMESARTAN, MEDOXIMILO )/ TABLETA - 20MG/5 MG / UNIDAD","56.980000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR AMLO ( OLMESARTAN, MEDOXIMILO )/ TABLETA - 40MG/5 MG / UNIDAD","56.980000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR AMLO ( OLMESARTAN, MEDOXIMILO )/ TABLETA - 40MG/5 MG / UNIDAD","56.980000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR AMLO ( OLMESARTAN, MEDOXIMILO )/ TABLETA - 40MG/5 MG / UNIDAD","56.980000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR AMLO ( OLMESARTAN, MEDOXIMILO )/ TABLETA - 40MG/5 MG / UNIDAD","52.360000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR AMLO ( OLMESARTAN, MEDOXIMILO )/ TABLETA - 40MG/5 MG / UNIDAD","47.730000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR AMLO ( OLMESARTAN, MEDOXIMILO )/ TABLETA - 40MG/5 MG / UNIDAD","56.980000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR HCT (OLMESARTAN / HIDROCLOROTIAZIDA) 20/12.5MG / UNIDAD","80.080000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR HCT (OLMESARTAN / HIDROCLOROTIAZIDA) 20/12.5MG / UNIDAD","67.080000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR HCT (OLMESARTAN / HIDROCLOROTIAZIDA) 20/12.5MG / UNIDAD","73.580000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR HCT (OLMESARTAN / HIDROCLOROTIAZIDA) 20/12.5MG / UNIDAD","80.080000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR HCT (OLMESARTAN / HIDROCLOROTIAZIDA) 20/12.5MG / UNIDAD","80.080000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENICAR HCT (OLMESARTAN / HIDROCLOROTIAZIDA) 20/12.5MG / UNIDAD","80.080000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENJUI  / 3,500 ML / CC","0.400000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENJUI  / 3,500 ML / CC","0.400000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENJUI  / 3,500 ML / CC","0.400000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENJUI  / 3,500 ML / CC","0.370000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENJUI  / 3,500 ML / CC","0.400000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENJUI  / 3,500 ML / CC","0.340000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENJUI  / 3,500 ML / GALON","1400.000000","PRIVADO","3","Product","Fixed Price","Sales Price","OUT"
"BENJUI  / 3,500 ML / GALON","1190.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","OUT"
"BENJUI  / 3,500 ML / GALON","1295.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","OUT"
"BENJUI  / 3,500 ML / GALON","1400.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","OUT"
"BENJUI  / 3,500 ML / GALON","1400.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","OUT"
"BENJUI  / 3,500 ML / GALON","1400.000000","SUITE","5","Product","Fixed Price","Sales Price","OUT"
"BENZAN (BENZOATO DE BENCILO) / AL 20% / 120 ML / CC","2.020000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENZAN (BENZOATO DE BENCILO) / AL 20% / 120 ML / CC","2.020000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENZAN (BENZOATO DE BENCILO) / AL 20% / 120 ML / CC","2.020000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENZAN (BENZOATO DE BENCILO) / AL 20% / 120 ML / CC","1.850000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENZAN (BENZOATO DE BENCILO) / AL 20% / 120 ML / CC","1.690000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"BENZAN (BENZOATO DE BENCILO) / AL 20% / 120 ML / CC","2.020000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
